Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM3890,Billboard,Groceries,Johor,,140914,732755,38494,0.5093,,0.7005,682888,,82,6/5/2023,6/5/2023,3,4,High
CAM3891,Radio,Groceries,Johor,442215,1059470.098,342837,,0.2534,4454,0.9729,193656,0.07,32,5/6/2023,24/5/2023,2,7,Medium
CAM3892,Email,Fashion,Penang,,10918,592729,1928,0.0725,8082,0.8364,876428,4.26,119,10/4/2023,2/5/2023,4,7,Medium
CAM3893,TV,Groceries,,116582,430927,602429,34945,0.8292,3600,0.5072,664212,,284,10/1/2023,16/10/2023,4,6,Medium
CAM3894,Billboard,Fashion,Johor,316145,223297,48278,7114,0.7659,4802,0.7235,964574,2.42,1454.883844,6/6/2023,9/12/2023,3,,High
CAM3895,Email,Automotive,Penang,13059,417117,566173,14686,0.8678,3414,0.6066,767145,,19,5/2/2023,5/1/2023,2,8,High
CAM3896,Radio,Health,,235421,403337,891919,6318,0.6112,187,0.9974,462022,3.29,261,23/1/2023,9/2/2023,,4,High
CAM3897,Email,Automotive,Kuala Lumpur,15093,59781,252783,46501,0.4596,2111,0.5011,373360,3.98,,2/8/2023,19/3/2023,4,7,High
CAM3898,TV,Health,Kuala Lumpur,175954,62064,67026,,0.6032,4573,0.0925,34997,4.01,158,,8/4/2023,2,6,High
CAM3899,Radio,Automotive,Sarawak,121620,29564,95378,23788,0.5831,9832,0.957,426287,0.74,53,1/6/2023,19/11/2023,1,7,Medium
CAM3900,,Health,Johor,,446481,658894,24774,0.2445,678,0.5198,294742,1.39,238,4/2/2023,24/5/2023,1,2,High
CAM3901,Radio,Fashion,Johor,221546,209705,489435,23890,0.9641,9602,0.713,34941,4.28,216,25/11/2023,21/12/2023,,7,Medium
CAM3902,Email,Health,Johor,469874,251837,479454,35526,0.2136,40867.03376,0.749,,0.06,323,23/2/2023,5/12/2023,3,,Low
CAM3903,Billboard,Automotive,Sarawak,98312,329204,441010,3998,,8990,0.7146,958897,2.85,361,19/3/2023,17/11/2023,5,10,
CAM3904,Email,Groceries,Kuala Lumpur,67602,343740,,12185,0.6086,5268,0.0724,43361,2.78,1018.943919,14/11/2023,19/6/2023,4,7,Low
CAM3905,Email,Groceries,Johor,104098,351101,250834,7376,0.0374,763,0.5321,168187,1.78,338,26/10/2023,13/11/2023,5,4,Medium
CAM3906,Radio,Automotive,Penang,360172,,716608,36399,0.8968,7077,0.1378,,4.43,96,1/3/2023,23/6/2023,2,4,Low
,Billboard,Electronics,Sarawak,,263648,221761,24664,0.2462,2952,0.1849,768734,4.84,278,17/9/2023,21/11/2023,3,4,Low
CAM3908,Social Media,Automotive,Sarawak,,299228,619060,33468,0.1009,2322,0.4303,495881,2.73,,1/9/2023,1/2/2023,5,3,Medium
CAM3909,Social Media,Fashion,Johor,461668,267900,535368,18846,,5173,0.6847,867252,3.66,185,18/4/2023,22/7/2023,2,2,Medium
CAM3910,Billboard,Fashion,Penang,203711,353456,389964,115145.9532,0.227,7786,0.8727,983017,4.46,13,11/12/2023,,4,4,
CAM3911,Social Media,Automotive,Penang,277368,228652,835674,29289,0.0777,1293,0.5507,794735,3.41,263,26/8/2023,8/1/2023,4,1,High
CAM3912,Billboard,Automotive,Penang,4000678.216,321339,,2181,0.1336,5213,0.1597,826987,3.49,1202.774008,,5/2/2023,4,2,High
CAM3913,Billboard,Automotive,Sarawak,483191,3163920.989,759355,24402,0.115,6423,0.3829,722420,0.52,113,4/10/2023,2/9/2023,4,3,Low
CAM3914,TV,Automotive,Penang,127927,,933049,41715,0.8869,2103,0.3347,789407,2.28,,18/1/2023,21/6/2023,,4,High
CAM3915,Radio,Automotive,Penang,420463,101014,286336,,0.8245,669,0.4717,802018,21.68408776,69,29/1/2023,3/7/2023,5,8,Low
CAM3916,Billboard,Automotive,Kuala Lumpur,215030,253790,625729,5332,0.2873,3306,0.1313,109014,,,,10/4/2023,2,3,Low
CAM3917,Billboard,Fashion,Sarawak,86797,396063,695592,36190,0.789,1935,0.016,6832935.396,,261,24/11/2023,27/4/2023,4,8,High
CAM3918,,Fashion,Kuala Lumpur,329445,,143354,43825,0.186,,0.4719,461755,1.93,99,29/3/2023,,4,5,High
CAM3919,Email,Automotive,Penang,265030,94536,182833,,0.3582,9494,0.9093,759502,2.35,324,14/11/2023,28/9/2023,5,2,Low
CAM3920,Billboard,Automotive,Kuala Lumpur,493528,356257,63106,9572,0.6644,5185,0.7681,513006,2.89,248,26/3/2023,5/7/2023,4,,Low
CAM3921,Radio,Electronics,Johor,465639,35502,,104078.2354,0.0763,1319,0.8035,968828,3.57,,14/6/2023,9/1/2023,2,3,Low
CAM3922,Social Media,Fashion,Johor,142716,185973,3756190.282,28824,0.2568,1430,0.1936,20467,4,78,26/11/2023,8/2/2023,5,6,High
CAM3923,Email,Fashion,Johor,,11278,678936,1966,0.7899,1849,0.276,679495,0.81,43,29/4/2023,14/12/2023,3,6,High
CAM3924,Social Media,Automotive,Kuala Lumpur,18320,209509,93472,8708.773798,0.7697,9258,0.3762,441782,0.46,347,21/2/2023,21/3/2023,2,8,High
CAM3925,TV,Health,Sarawak,180471,301349,977245,49069,0.3908,4355,0.3625,154691,4.89,67,6/8/2023,11/10/2023,1,9,Low
CAM3926,Radio,Groceries,Penang,264972,396070,265270,6714,0.2443,,0.9523,249505,4.96,284,25/10/2023,,5,1,Medium
CAM3927,Radio,Electronics,Penang,284858,65618,294270,13411,0.6217,6401,0.4306,,1.65,79,14/1/2023,7/10/2023,,9,Medium
CAM3928,Email,Automotive,Sarawak,269611,368593,262230,15097,0.7238,8422,0.4274,8380165.119,3.18,207,28/10/2023,6/5/2023,5,5,
CAM3929,,Groceries,Penang,25470,228587,387741,26862,0.6655,492,0.5322,313822,3.99,189,26/11/2023,30/10/2023,5,10,High
CAM3930,,Automotive,Penang,,66559,115428,46856,,1536,0.1283,928633,1.07,137,4/9/2023,22/11/2023,4,9,Low
CAM3931,Email,Electronics,Sabah,108402,,297813,41257,0.4065,9329,0.7314,159207,3.17,154,31/1/2023,20/10/2023,3,5,Medium
CAM3932,Radio,Electronics,Sarawak,136717,147536,793820,23675,0.6793,5125,0.1468,681542,0.81,20,26/2/2023,12/9/2023,4,10,High
CAM3933,Email,Fashion,Sabah,141369,59762,705410,,0.2225,2444,0.8643,665028,4.28,161,28/6/2023,30/12/2023,5,9,High
CAM3934,Social Media,Health,Kuala Lumpur,239630,226820,129221,43942,0.2247,1627,0.7461,558773,0.31,138,22/4/2023,18/12/2023,2,8,Medium
CAM3935,,Groceries,Johor,286464,241583,474570,2730,0.2055,9564,0.7889,261509,0.88,,24/6/2023,27/9/2023,3,,Low
CAM3936,Billboard,Electronics,Johor,389295,259018,727964,49565,0.8941,2596,0.919,316711,18.77307324,7,26/4/2023,23/6/2023,1,,Low
CAM3937,TV,Health,Sarawak,,288582,,29892,,5569,0.5658,102242,,344,10/3/2023,22/9/2023,3,5,Low
CAM3938,Radio,Electronics,Johor,388288,361468,111611,35164,0.452,4445,0.6277,513089,3.15,,19/5/2023,9/5/2023,1,6,Medium
CAM3939,Email,Health,Penang,434784,358069,350698,1330,0.18570775,7416,0.964,649140,,4,15/10/2023,30/12/2023,,9,Low
CAM3940,Radio,Automotive,Sabah,169453,103355,858113,14460,0.83,423,0.2629,376301,2.9,32,21/11/2023,20/10/2023,,2,Medium
CAM3941,TV,Automotive,Sabah,154641,268974,90292,17306,0.9493,3884,0.6302,638671,1.74,265,7/3/2023,17/6/2023,1,6,Low
CAM3942,Email,Automotive,Kuala Lumpur,141326,293444,566342,41468,0.5831,5145,0.3598,179873,1.27,94,7/5/2023,28/5/2023,5,4,Medium
CAM3943,Social Media,Health,Sabah,21539,54972,412068,10335,0.9991,4949,0.4723,580681,1.74,,30/8/2023,,1,1,Medium
,Email,Automotive,Sarawak,158768,97553,7957765.646,6979,0.1611,5762,0.6561,661258,0.17,318,12/7/2023,20/4/2023,1,3,High
CAM3945,Social Media,Automotive,Sabah,,374480,50118,9919,0.7685,3964,0.2295,57730,1.53,322,2/7/2023,10/11/2023,3,9,Low
CAM3946,TV,,Kuala Lumpur,148890,195014,931998,47086,,1405,,872991,1.83,,8/11/2023,13/5/2023,2,1,Medium
CAM3947,TV,Groceries,Johor,225326,175368,684059,16180,0.8759,2727,0.7804,376349,3.02,120,30/12/2023,,,2,High
CAM3948,Email,Fashion,Sabah,310581,,25127,47037,0.0064,,0.2423,179807,3.2,116,24/10/2023,25/11/2023,1,3,Medium
CAM3949,Radio,Groceries,Sarawak,229846,179284,710227,44368,0.5087,4327,0.2741,895194,,64,24/6/2023,1/6/2023,,5,Low
CAM3950,Social Media,,Johor,279310,230949,666735,32465,0.9509,9231,0.1666,741622,2.76,168,28/1/2023,15/2/2023,2,1,Low
CAM3951,TV,Fashion,Sarawak,91757,223071,664480,30890,0.6893,1344,0.8656,785907,1.05,89,30/1/2023,26/12/2023,2,1,Low
,Radio,Automotive,Penang,55486,275562,4352,45203,0.8791,1358,0.1178,70244,3.82,332,12/4/2023,11/6/2023,5,5,Low
CAM3953,Radio,Groceries,Sabah,395149,329438,,47153.46,0.9438,1611,2.349918563,737897,0.68,65,19/7/2023,20/4/2023,,8,Medium
CAM3954,Billboard,Health,Penang,385532,,502606,1255,0.297,3967,0.0304,166475,3.84,34,18/10/2023,24/12/2023,4,,Medium
CAM3955,Billboard,Electronics,Sarawak,,105438,47478,33894,0.2058,7977,,697712,1.73,190,,20/2/2023,3,9,Low
CAM3956,Social Media,Electronics,Kuala Lumpur,62259,111647,809564,5891,0.9422,238,0.1959,88150,2.15,336,13/4/2023,17/4/2023,,1,Low
CAM3957,,Groceries,Kuala Lumpur,355575,230939,360338,12320,0.8716,7610,0.7185,435114,3.16,221,16/3/2023,7/10/2023,1,6,High
CAM3958,Email,Groceries,Sarawak,344293,194683,906773,42399,0.6777,3917,0.4163,983561,0.69,217,7/3/2023,,2,1,Low
CAM3959,Radio,Health,Johor,198559,134052,981752,43362,0.5158,,0.6844,961041,3.06,108,26/1/2023,1/6/2023,,10,High
,Email,Health,Sabah,35728,364890,1834909.907,36477,0.9997,5697,0.2214,242691,3.92,21.00915298,11/9/2023,,5,7,Low
CAM3961,Email,Groceries,Kuala Lumpur,237291,22042,489846,,0.4993,5499,0.2615,858380,,167,22/6/2023,11/11/2023,2,10,Medium
CAM3962,Email,Electronics,Sabah,364231,442037,868668,41783,0.3346,5113,0.4383,934790,1.72,208,20/10/2023,22/11/2023,,3,
CAM3963,TV,Electronics,Sabah,284753,55389,814242,6806,0.2128,2307,0.5163,333283,3.58,137,23/7/2023,8/12/2023,2,2,Low
CAM3964,Email,Fashion,Penang,159660,447792,102852,4773,0.3125,9975,0.0255,442305,1.87,7,16/5/2023,12/8/2023,1,1,High
CAM3965,Email,Electronics,Sabah,469871,47102,675983,,0.5177,9814,0.447,276866,0.98,172,9/8/2023,18/9/2023,4,8,High
CAM3966,Email,Fashion,Sabah,44527,279978,781593,,0.4258,167,0.4726,135399,3.91,248,14/3/2023,28/3/2023,4,9,High
CAM3967,TV,Automotive,Kuala Lumpur,411250,316912,419554,38848,0.6831,3039,0.9941,921698,3.33,159,6/4/2023,15/11/2023,2,1,Low
CAM3968,TV,Groceries,Johor,260307,122684,735412,9196,0.9364,9782,0.6726,842280,3.91,315,5/10/2023,14/12/2023,2,10,Low
CAM3969,Email,Automotive,Kuala Lumpur,,7529,786641,30544,0.3226,3265,0.3038,122602,4.15,175,27/3/2023,17/3/2023,3,8,Medium
CAM3970,Email,Groceries,Sabah,77608,260149,447986,11648,0.5207,5262,0.1839,54288,3.34,26,15/9/2023,21/3/2023,4,71.1319595,High
CAM3971,Billboard,Health,Sarawak,209138,248988,429248,17881,0.5663,,0.8221,745479,1.38,126,23/3/2023,23/4/2023,1,10,Low
CAM3972,Radio,Fashion,Sarawak,43992,218307,,13101,0.6397,,0.155,600250,4.18,325,4/10/2023,24/5/2023,5,2,High
CAM3973,Social Media,Fashion,Kuala Lumpur,251207,143576,416227,47393,,1951,0.4932,911495,1.14,143,14/8/2023,4/2/2023,3,1,High
,Social Media,Automotive,Kuala Lumpur,318130,338249,810675,12412,0.022,1296,0.528,,0.82,361,26/1/2023,15/1/2023,3,2,Low
CAM3975,Email,Electronics,Johor,244980,399953,,41244,0.3109,6630,0.3496,681396,1.61,51,21/1/2023,22/3/2023,2,4,Low
CAM3976,TV,Groceries,Kuala Lumpur,270650,279244,,40735,0.3505,5654,0.3047,99692,4.47,52,11/11/2023,11/5/2023,5,2,High
CAM3977,Social Media,Automotive,Sabah,419951,140389,676648,49672,0.9948,2028,0.7809,701231,,314,13/5/2023,25/1/2023,1,3,High
CAM3978,Email,,Johor,262301,268756,,49691,0.7166,8903,0.3192,439272,1.93,109,23/8/2023,7/10/2023,5,5,
CAM3979,Radio,Automotive,,355847,23103,10322,29560,,329,0.5664,167659,1.94,16,28/3/2023,25/2/2023,4,2,Low
CAM3980,TV,Automotive,Penang,,116130,521671,11202,0.8806,45,0.8595,400315,0.06,204,,16/11/2023,2,1,Low
CAM3981,TV,Fashion,Johor,421582,,119532,,0.2367,,0.5375,135850,4.29,91,1/4/2023,2/12/2023,4,1,High
CAM3982,Billboard,Health,Sarawak,436373,145678,,44883,0.8252,4488,0.0993,233179,20.49591857,108,15/1/2023,20/11/2023,4,5,Medium
,TV,Health,Sabah,314251,207155,929262,39469,0.2505,3536,0.4148,240690,1.97,199,10/3/2023,24/9/2023,1,3,Medium
CAM3984,Radio,Groceries,Sarawak,154269,412407,657899,12245,0.8329,7006,0.8088,587969,,265,9/12/2023,14/2/2023,4,9,High
CAM3985,Email,Fashion,Kuala Lumpur,264543,69040,421275,28894,0.7078,2788,,324159,2.39,16,26/10/2023,15/5/2023,4,3,Low
CAM3986,Radio,Automotive,Sabah,386357,132705,493171,9000,0.5011,1583,0.5363,,3.42,199,21/9/2023,6/6/2023,1,1,Medium
CAM3987,Billboard,Automotive,Penang,312537,65044,414440,31807,0.4805,771,0.4315,903474,2.63,112,9/1/2023,13/8/2023,5,3,Low
CAM3988,Email,Electronics,Kuala Lumpur,142406,311503,648441,18134,0.6693,6765,0.0278,713979,3.58,23,30/3/2023,16/2/2023,1,4,Low
CAM3989,Email,Fashion,Sarawak,444227,232282,138869,36496,0.5,427,0.3651,156082,4.59,172,26/5/2023,12/8/2023,,8,Medium
CAM3990,Billboard,Electronics,Sabah,408190,57905,70649,23446,0.1444,,0.1931,532034,1.14,233,8/1/2023,27/2/2023,5,6,High
CAM3991,Radio,Fashion,Sabah,81863,119190,592772,4258,0.9711,9335,0.287,530318,2.84,194,6/9/2023,11/11/2023,1,4,Low
CAM3992,Social Media,Electronics,Penang,267872,380110,346118,21787,0.8092,7195,0.773,716436,2.01,86,21/7/2023,1/5/2023,3,80.02345444,Low
CAM3993,Social Media,Automotive,Sabah,325073,,336361,167871.4015,0.9424,2916,0.1736,285623,4.01,321,21/9/2023,20/6/2023,1,8,High
CAM3994,Billboard,Fashion,Johor,498174,118443,532271,31956,0.5091,5957,0.5254,280550,1.4,256,20/1/2023,5/11/2023,1,9,Medium
CAM3995,Email,Fashion,Sarawak,60327,20203,118052,35292,0.9636,5692,0.6974,,3.36,241,18/1/2023,27/11/2023,2,,High
CAM3996,TV,Groceries,,94894,267998,815212,37304,0.8608,8244,0.9455,,3.03,221,11/4/2023,24/9/2023,5,,Medium
CAM3997,Billboard,Fashion,Kuala Lumpur,304523,178983,771392,11455,0.2904,5892,0.5006,854442,1.9,75,18/8/2023,4/9/2023,5,7,High
CAM3998,Email,Health,Sarawak,275714,,46458,22836,0.709,462,0.0981,167354,1.18,108,29/3/2023,19/1/2023,2,2,High
CAM3999,Billboard,Electronics,Penang,80343,,159932,24499,0.8061,2642,0.1637,470291,,272,23/6/2023,8/6/2023,1,,High
CAM4000,Billboard,,Kuala Lumpur,186800,248078,663223,,0.7326,1854,0.1808,69302,,276,22/3/2023,8/5/2023,1,3,Low
CAM4001,TV,Electronics,Penang,65262,319233,611460,26500,9.318891475,2916,0.1617,571158,4.72,,10/3/2023,25/3/2023,2,4,Medium
CAM4002,Radio,,Johor,263523,199220,977511,34258,0.152,2686,0.701,477590,2.44,150,1/5/2023,16/8/2023,1,4,High
CAM4003,Social Media,Fashion,Penang,439666,409073,400301,8948,,1927,0.1934,441678,2.99,298,12/6/2023,12/7/2023,27.63326321,,Medium
CAM4004,Email,Health,Penang,118123,402163,947024,24313,0.9142,416,0.5968,821880,1.98,230,1/12/2023,24/9/2023,2,10,Medium
CAM4005,Email,Fashion,Penang,287983,5402,264735,19027,0.6495,1360,0.5361,259995,3.98,11,23/4/2023,20/12/2023,4,9,High
CAM4006,Radio,Electronics,Penang,470506,414571,835620,1615,0.8639,,0.5857,,1.15,1297.315196,8/8/2023,4/10/2023,5,10,Low
CAM4007,Radio,Electronics,Penang,471217,198420,503553,15261,0.7576,277,0.8771,720701,0.24,146,8/4/2023,31/3/2023,4,9,Medium
CAM4008,Radio,Automotive,Johor,153346,229551,870135,11775,0.1935,3286,,966075,1.98,45,,25/12/2023,5,9,High
CAM4009,Billboard,Electronics,Johor,17281,237097,278137,35147,0.156,9721,0.0027,188251,4.91,93,21/2/2023,12/1/2023,5,8,
CAM4010,Email,Groceries,Sabah,431621,406203,46738,39047,0.5315,7001,0.1099,654086,3.52,,11/8/2023,26/4/2023,4,1,High
CAM4011,Billboard,Automotive,Kuala Lumpur,366050,86370,396678,31945,0.6202,5994,0.5794,134881,1.61,,1/8/2023,12/2/2023,2,2,High
CAM4012,Radio,Electronics,Sarawak,494367,125567,544737,18802,0.8042,1061,0.7409,124612,1.45,,21/9/2023,1/1/2024,1,,
CAM4013,Email,Electronics,Penang,328665,220725,30821,27849,0.8799,1056,0.2205,323465,2.18,44,17/11/2023,31/3/2023,3,10,Medium
CAM4014,,Groceries,Sarawak,48992,335699,263679,47092,0.1158,3866,0.1066,413696,3.83,290,13/4/2023,28/10/2023,3,9,Low
CAM4015,Email,Groceries,Johor,471514,148422,282310,195700.8398,0.7258,29115.1508,0.2854,301684,17.05022791,342,19/9/2023,28/10/2023,5,7,High
CAM4016,Email,,Sabah,476552,429437,895175,39374,0.6784,4351,0.8582,764824,4.23,,8/11/2023,31/5/2023,5,4,
,Billboard,Groceries,Penang,363749,195141,935115,38133,0.3022,4564,0.014,86062,,91,15/10/2023,1/6/2023,,7,High
CAM4018,Radio,Health,Sarawak,423958,246434,338808,40159,0.8215,2764,0.1807,93588,2.82,,24/9/2023,8/1/2023,46.05543868,,Low
CAM4019,Billboard,Automotive,Johor,304040,209121,940541,,0.3196,5831,0.8189,99911,,341,17/4/2023,27/7/2023,4,6,Medium
CAM4020,Social Media,Health,Penang,381516,75362,231077,8180,0.2561,9123,0.7473,,1.06,108,9/9/2023,1/6/2023,4,3,Medium
CAM4021,TV,Fashion,,490980,108982,408986,31146,0.1975,,,295771,,55,16/11/2023,12/3/2023,1,1,High
CAM4022,TV,,Sarawak,285843,5958,264771,45469,0.1482,5529,0.4866,973571,1.23,264,21/6/2023,21/11/2023,5,4,Medium
CAM4023,Billboard,Electronics,Kuala Lumpur,237332,293923,477873,5221,0.5911,6614,0.6124,225375,0.12,69,1/3/2023,7/5/2023,5,1,High
CAM4024,Social Media,Health,Sarawak,24161,339997,589945,44480,0.7546,8974,0.952,599756,3.93,52,17/12/2023,6/3/2023,2,5,
CAM4025,TV,Groceries,Sabah,93857,441689,,29111,,2567,0.4123,,1.71,5,26/2/2023,9/2/2023,1,3,High
CAM4026,Email,Fashion,Penang,314355,,286764,33750,,,0.4643,88187,1.19,149,14/11/2023,2/6/2023,4,8,High
CAM4027,Radio,Groceries,,352687,,374757,5102,0.4256,9338,0.4896,782057,,157.5686473,,24/11/2023,4,,Low
CAM4028,Billboard,Electronics,Johor,26436,418151,111644,2820,0.1653,1780,0.935,492712,0.8,311,15/4/2023,6/2/2023,2,8,Medium
CAM4029,Email,Electronics,Sarawak,479030,30812,135881,8277,0.61,213,0.4956,857240,0.99,319,9/7/2023,27/3/2023,4,5,Medium
CAM4030,Email,Electronics,Johor,384445,36194,195817,,0.0471,4331,0.3893,397853,1.49,,7/12/2023,9/11/2023,1,6,Low
CAM4031,Radio,Fashion,Sabah,257432,261405,509467,30168,0.434,5420,0.5915,704355,2.82,313,17/8/2023,5/10/2023,,1,High
CAM4032,Billboard,Health,Sabah,425121,294199,502284,5426,0.5323,825,0.3821,304063,3.62,228,11/2/2023,25/1/2023,4,5,Low
CAM4033,Social Media,Health,Sabah,244277,79661,385503,17050,0.0762,9541,0.9072,528888,0.38,36,19/6/2023,27/7/2023,4,2,High
,Email,Automotive,Sabah,483963,369864,995737,8110,,6016,,412123,2.34,357,30/4/2023,24/12/2023,3,4,Low
CAM4035,Email,Fashion,Sarawak,127908,172813,567237,40418,0.7352,979,0.8598,810283,3.94,94,8/3/2023,17/2/2023,1,6,Low
CAM4036,Email,Electronics,Johor,217217,264788,177183,2313,0.7584,2320,0.2048,498341,0.71,353,29/8/2023,10/5/2023,3,10,Medium
CAM4037,Email,Fashion,Sabah,370983,160200,814259,9183,0.3269,2353,0.499,969259,4.87,122,31/7/2023,,1,1,High
CAM4038,Email,Groceries,Sarawak,401404,258170,370805,3125,0.8772,,0.5153,919021,3.64,165,12/2/2023,12/5/2023,4,10,Medium
,Radio,Automotive,,16847,195170,644607,854,0.1283,3945,0.0224,,0.4,134,27/3/2023,2/9/2023,4,3,Low
CAM4040,TV,Electronics,Kuala Lumpur,191136,35565,167642,,0.1057,,,268263,0.37,305,1/11/2023,20/4/2023,2,1,Low
CAM4041,Billboard,Health,Kuala Lumpur,252797,,421229,29754,0.3955,6862,0.1558,845032,0.54,,14/12/2023,16/11/2023,5,8,Low
CAM4042,Billboard,Groceries,Johor,499800,228604,577215,28299,0.3223,6899,0.9664,273338,1.87,153,12/12/2023,27/10/2023,5,7,Medium
CAM4043,Billboard,Fashion,Sarawak,,423535,,49260,0.1371,7766,0.4942,3210384.127,4.49,277,1/11/2023,23/8/2023,4,2,Low
CAM4044,Radio,Electronics,Kuala Lumpur,132523,34438,237039,27484,0.7152,1601,0.3763,491314,1.05,11,10/9/2023,24/1/2023,3,,High
CAM4045,Social Media,,Sabah,19442,131841,558158,36764,0.5264,8501,0.8093,729571,1.55,87,27/5/2023,31/8/2023,1,5,High
CAM4046,Billboard,Automotive,Sarawak,92560,164387,979294,7749,0.976,8055,0.3212,712436,0.1,196,15/11/2023,8/4/2023,5,3,Low
CAM4047,Billboard,Automotive,Sarawak,43294,182432,343502,42926,0.7866,5997,0.2262,687926,1.13,165,,13/1/2023,4,8,Medium
CAM4048,Email,Health,Kuala Lumpur,2988850.919,102081,17225,469,0.4724,2097,0.2612,104946,2.76,10,29/5/2023,8/4/2023,4,,High
CAM4049,Billboard,Groceries,Kuala Lumpur,405784,295191,,,,5946,0.2133,465985,1.43,,8/12/2023,14/11/2023,1,8,High
CAM4050,Billboard,Health,Penang,308605,415398,104921,41146,0.421,9979,0.7633,467738,10.81233965,70,7/10/2023,20/10/2023,4,2,High
CAM4051,Email,Groceries,Penang,267299,200138,401963,45903,0.705,9776,0.9307,638835,2.54,310,19/1/2023,15/3/2023,2,9,High
CAM4052,Email,Fashion,,124614,414008,677640,58490.62612,0.0979,9726,0.2714,861695,4.65,191,27/7/2023,25/4/2023,3,9,Low
CAM4053,Email,Automotive,Johor,217088,358383,662309,37746,0.7596,7626,0.5586,983573,1.08,315,17/4/2023,1/11/2023,2,6,High
CAM4054,Social Media,Health,Penang,61088,263461,211514,178,0.4657,9040,0.2165,709056,1.46,129,10/2/2023,18/3/2023,1,10,Medium
CAM4055,Social Media,Electronics,Sabah,402901,113786,302832,46338,0.3504,9534,,732874,1.36,310,25/6/2023,,4,2,Low
CAM4056,Billboard,Automotive,Kuala Lumpur,278005,283094,574241,23240,0.7314,3009,0.6754,455596,2.99,189,11/7/2023,5/12/2023,2,7,Medium
CAM4057,Billboard,Groceries,Penang,335779,188394,288978,39783,,4291,0.349,568994,2.16,152,27/2/2023,7/6/2023,,4,
CAM4058,Social Media,Fashion,Kuala Lumpur,100002,112409,,4075,,9394,5.404961142,599521,1.21,250,9/2/2023,4/3/2023,3,9,Low
CAM4059,Billboard,Electronics,Penang,223426,112684,,45963,0.7469,,0.2952,592826,,240,10/12/2023,6/11/2023,1,10,Low
CAM4060,Social Media,Health,Sarawak,263691,229342,393573,36853,0.6965,7151,0.2724,693386,3.53,348,5/8/2023,15/9/2023,5,,High
CAM4061,Social Media,Electronics,,344650,,538553,3653,0.2528,4408,,848350,1.57,324,30/8/2023,4/3/2023,5,17.78298987,Low
CAM4062,,Groceries,Sarawak,398469,380156,965774,4218,0.8417,209,0.3436,974289,2.22,106,10/2/2023,15/10/2023,5,8,Low
CAM4063,Billboard,Automotive,Johor,,250054,592806,39504,0.8779,4360,0.4127,54658,4.59,180,15/3/2023,23/6/2023,1,7,Medium
,Radio,Fashion,Johor,46343,113643,904031,20502,0.4864,5197,,904529,2.93,288,25/10/2023,19/12/2023,4,6,Low
CAM4065,Social Media,Groceries,Johor,415608,347608,35560,44338,0.0939,4468,0.4131,515099,3.33,250,10/10/2023,5/9/2023,2,9,Medium
CAM4066,Billboard,Automotive,Johor,299443,191186,334369,3728,0.2158,,0.7262,103085,,165,27/9/2023,26/4/2023,5,2,Medium
CAM4067,Email,Groceries,Sabah,,371234,838487,21471,0.1031,4009,0.0351,248296,,106,13/3/2023,,3,10,Medium
CAM4068,Social Media,Electronics,Johor,30012,427770,225211,47950,0.1526,2603,0.7275,,1.76,274,22/4/2023,24/1/2023,2,4,Medium
CAM4069,Radio,Automotive,Kuala Lumpur,273992,177907,106140,40942,,1295,0.441,2820738.897,0.59,194,6/8/2023,17/11/2023,5,9,High
CAM4070,Email,Automotive,Kuala Lumpur,299119,143585,,18358,5.588463116,7054,0.2801,986798,2.65,133,15/11/2023,12/7/2023,5,2,Medium
CAM4071,Billboard,Electronics,Penang,459309,,787438,14903,,,0.3512,577384,2.16,217,15/7/2023,6/5/2023,2,7,Low
,Billboard,Health,Johor,408712,349137,958004,24390,,,0.1969,350826,2.51,225,31/5/2023,15/12/2023,5,9,Medium
CAM4073,Billboard,Groceries,Johor,212220,63237,966955,37996,0.7162,4842,0.1051,486970,,149,12/4/2023,5/6/2023,,,Low
,TV,Electronics,Sarawak,261832,1385588.297,125850,47826,0.9579,8123,0.3268,812474,3.79,274,4/4/2023,17/9/2023,5,,Medium
CAM4075,Radio,Health,Penang,,,700775,27177,0.1638,2623,0.5869,825819,3.57,315,12/8/2023,6/8/2023,1,2,Low
CAM4076,Billboard,Groceries,Penang,417942,77553,929727,31483,0.4419,4957,0.6113,460183,0.21,104,10/1/2023,,5,7,Low
CAM4077,Billboard,Health,Sarawak,,345298,,48667,0.5719,8836,0.8304,928155,3.75,173,,15/5/2023,4,10,Medium
CAM4078,Social Media,,Sabah,,208648,908490,6683,0.5688,1605,0.4723,751086,4.77,57,1/12/2023,20/11/2023,5,1,
CAM4079,Email,Electronics,Johor,417729,351027,,27720,0.9979,8660,0.1209,948220,4.86,82,10/6/2023,24/2/2023,1,4,Low
CAM4080,Billboard,Health,Sabah,189364,432828,887874,41330,0.3286,7677,0.6777,793720,2.45,288,27/7/2023,12/2/2023,1,1,Medium
CAM4081,,Groceries,Sabah,338718,273123,816352,29979,0.227,1077,0.4064,884931,0.7,238,3/1/2023,4/1/2023,4,2,
CAM4082,Radio,Electronics,Penang,420305,236065,360471,26139,0.1284,8364,0.1498,700411,3.33,156,28/12/2023,9/1/2023,,4,Low
